placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,ER_casa,IA%_casa,3PC_casa,3PT_casa,3P%_casa,2PC_casa,2PT_casa,2P%_casa,LLC_casa,LLT_casa,LL%_casa,EN_casa,BR_casa,B/E_casa,TO_casa,FC_casa,T/FC_casa,ET_casa,VI_casa,EF_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante,ER_visitante,IA%_visitante,3PC_visitante,3PT_visitante,3P%_visitante,2PC_visitante,2PT_visitante,2P%_visitante,LLC_visitante,LLT_visitante,LL%_visitante,EN_visitante,BR_visitante,B/E_visitante,TO_visitante,FC_visitante,T/FC_visitante,ET_visitante,VI_visitante,EF_visitante
77,73,2015-11-02,1,1,2015-2016,Bauru Basket,Flamengo,77.6,28.8,29.2,19.6,36.6,10.2,26.4,15.4,12.2,1.298,9.6,30.2,31.406,14.6,32.0,46.65400000000001,19.6,24.8,78.74,0.4,8.4,0.7140000000000001,1.8,20.2,0.078,12.2,2.4,84.4,81.8,25.8,41.2,14.8,34.6,7.2,27.4,19.4,10.6,1.866,8.6,23.8,36.148,20.6,36.2,56.581999999999994,14.8,18.6,81.004,2.4,8.8,0.8459999999999999,3.2,19.2,0.16799999999999998,10.6,2.0,102.6
77,73,2015-11-03,1,1,2015-2016,Sesi Franca,Macaé Basquete,73.6,28.2,36.0,9.4,34.6,8.2,26.4,16.0,11.6,1.4599999999999997,9.4,25.0,38.315999999999995,18.0,35.2,51.26800000000001,9.4,13.8,68.668,1.6,8.6,0.806,2.0,22.0,0.09,11.6,3.2,86.0,77.4,26.4,31.2,19.8,30.6,9.8,20.8,14.6,14.0,1.114,8.8,26.6,33.938,15.6,30.2,53.224000000000004,19.8,23.2,85.256,1.6,8.4,0.6519999999999999,1.2,25.2,0.041999999999999996,14.0,3.0,82.4
82,67,2015-11-03,1,1,2015-2016,Rio Claro,L. Sorocabana,82.8,27.0,38.8,17.0,31.4,8.8,22.6,16.4,13.2,1.252,9.0,23.8,36.67399999999999,19.4,36.4,53.866,17.0,22.4,74.436,1.0,9.0,0.7,2.2,22.6,0.098,13.2,3.6,91.4,79.6,20.4,43.2,16.0,36.8,16.6,20.2,12.6,12.2,1.436,6.8,20.2,34.501999999999995,21.6,47.8,45.958,16.0,20.4,75.08000000000001,1.2,10.4,1.3980000000000001,2.2,21.2,0.11400000000000002,12.2,2.8,85.4
75,63,2015-11-04,1,1,2015-2016,Pinheiros,Minas,83.8,21.0,44.0,18.8,35.2,12.2,23.0,14.4,11.6,1.3359999999999999,7.0,18.6,38.618,22.0,46.4,47.774,18.8,24.2,75.73,1.2,8.4,0.7619999999999999,2.8,23.2,0.128,11.6,2.2,91.6,76.2,18.0,41.6,16.6,32.6,11.6,21.0,16.2,12.2,1.6,6.0,20.4,29.838,20.8,42.2,49.48199999999999,16.6,26.4,63.438,2.6,11.4,1.05,1.8,24.0,0.088,12.2,2.4,80.4
82,91,2015-11-04,1,1,2015-2016,Caxias do Sul Basquete,Brasília,82.0,15.0,46.0,21.0,23.0,13.0,10.0,17.0,7.0,2.43,5.0,28.0,17.86,23.0,42.0,54.76,21.0,25.0,84.0,0.0,14.0,2.0,0.0,20.0,0.0,7.0,3.0,83.0,83.8,23.4,45.6,14.8,30.6,11.2,19.4,18.6,15.6,1.254,7.8,18.6,42.53,22.8,41.0,56.480000000000004,14.8,18.0,81.9,2.6,8.6,0.686,3.4,23.4,0.15,15.6,2.2,97.2
83,76,2015-11-04,1,1,2015-2016,Fortaleza B. C. / CFO,Mogi,76.4,29.4,36.4,10.6,31.6,9.2,22.4,13.2,14.4,0.9420000000000002,9.8,27.0,36.54,18.2,36.6,49.95,10.6,15.8,63.98,0.8,10.0,0.724,4.0,19.8,0.198,14.4,3.2,80.0,79.6,22.8,41.2,15.6,39.8,14.8,25.0,16.0,13.2,1.2239999999999998,7.6,25.4,29.439999999999998,20.6,42.0,49.970000000000006,15.6,21.8,71.608,1.4,9.2,0.704,2.6,24.4,0.10800000000000001,13.2,4.0,88.6
60,68,2015-11-04,1,1,2015-2016,Vitória,Coop/São José Basketball,60.0,12.0,40.0,8.0,35.0,9.0,26.0,12.0,16.0,0.75,4.0,20.0,20.0,20.0,41.0,48.78,8.0,12.0,66.67,0.0,10.0,0.63,0.0,16.0,0.0,16.0,10.0,60.0,72.6,18.0,44.4,10.2,33.2,7.4,25.8,15.8,12.8,1.3679999999999999,6.0,21.0,27.324,22.2,37.8,58.339999999999996,10.2,13.8,73.61999999999999,0.8,6.0,0.46799999999999997,1.6,17.6,0.088,12.8,1.4,82.2
88,64,2015-11-05,2,1,2015-2016,Bauru Basket,Macaé Basquete,75.6,27.0,33.2,15.4,35.2,9.4,25.8,15.6,10.8,1.466,9.0,28.6,31.631999999999998,16.6,32.0,53.322,15.4,20.0,75.808,0.4,7.8,0.712,1.4,18.0,0.068,10.8,1.6,85.2,72.4,25.2,28.0,19.2,30.0,9.8,20.2,12.8,12.2,1.114,8.4,28.2,30.403999999999996,14.0,29.2,49.838,19.2,23.0,83.066,1.6,7.6,0.7299999999999999,1.2,25.4,0.041999999999999996,12.2,2.6,73.0
65,89,2015-11-05,2,1,2015-2016,Sesi Franca,Flamengo,71.8,25.2,35.6,11.0,33.0,8.0,25.0,14.6,13.2,1.16,8.4,24.4,34.34400000000001,17.8,34.2,52.0,11.0,15.8,70.494,2.4,8.4,0.668,2.2,23.2,0.096,13.2,3.2,79.6,81.2,22.2,42.4,16.6,35.8,7.4,28.4,19.6,11.0,1.826,7.4,23.2,32.102,21.2,36.6,57.576,16.6,20.6,82.14200000000001,1.6,9.0,0.834,3.0,21.0,0.148,11.0,2.0,102.4
67,74,2015-11-05,2,1,2015-2016,Rio Claro,Paulistano,78.0,23.4,41.2,13.4,32.8,8.2,24.6,17.0,12.2,1.39,7.8,22.4,34.5,20.6,38.6,53.529999999999994,13.4,18.8,69.344,1.2,8.4,0.708,2.2,21.0,0.10800000000000001,12.2,3.4,88.2,72.0,19.8,40.0,12.2,38.8,12.0,26.8,10.6,13.0,0.9139999999999999,6.6,21.2,31.26,20.0,43.2,46.42,12.2,16.8,72.182,1.4,8.4,0.7,0.6,19.8,0.034,13.0,4.0,75.0
68,93,2015-11-06,2,1,2015-2016,Pinheiros,Brasília,79.2,18.6,43.2,17.4,34.6,11.6,23.0,13.0,12.4,1.1179999999999999,6.2,18.8,34.196000000000005,21.6,45.8,47.476,17.4,22.6,74.94200000000001,1.2,9.0,0.746,3.2,22.6,0.14600000000000002,12.4,2.4,84.6,87.2,27.6,45.2,14.4,33.0,10.4,22.6,18.8,15.4,1.276,9.2,19.8,47.29200000000001,22.6,40.8,56.263999999999996,14.4,17.2,83.15,2.8,8.2,0.6679999999999999,2.8,23.6,0.12200000000000003,15.4,2.4,103.0
